Date	id	Cost	Clicks	note
10-09-2020	8MXVVsal	7.27612	5	Zoe;49;8377
08-06-2020	fPsbuDnp	0.62072	28	Connor;23;2505
08-12-2020	waxHGJDa	8.9423	32	Aaliyah;30;644
25-10-2020	LLTgqzcI	1.61133	5	Stella;61;36811
29-07-2020	tFm9WE5p	6.57207	38	Camden;51;42
26-01-2020	w6MV8_8e	10.65943	26	Alice;31;65532
07-02-2020	PW60X3bt	5.23776	5	Harper;65;145
09-05-2020	2NSpGk5J	10.36601	2	Adalynn;28;2
23-02-2020	KBtK1RP2	3.59375	48	Isla;45;331
26-06-2020	CRBi0XuI	7.87655	8	Landon;35;384
13-07-2020	IOx0vH8A	2.49037	4	Madeline;29;1777
13-08-2020	Gl8obIq5	7.31389	13	Caleb;27;1908
12-12-2020	4Jv8FGQU	3.48544	11	Micah;39;1288
12-01-2020	S7jDhIOq	6.62671	19	John;57;207250
29-04-2020	Giv2gS5X	10.37301	2	James;58;111683
15-08-2020	d9wL5CjO	7.62095	20	Kai;47;16432
17-12-2020	U7JitnWn	3.13853	37	Bailey;36;414
25-12-2020	stCL1FZF	2.43577	21	Colton;59;88
27-09-2020	4rg3VG0P	3.3679	2	Jasmine;36;10485
09-10-2020	BHup_nR7	8.34175	31	Rowan;34;874
10-03-2020	M1G1aSLO	3.40172	31	Andrew;64;57855
02-12-2020	RNKPkQXw	8.26869	1	Levi;35;2671
26-01-2020	CKD96MWn	0.44482	10	Layla;39;5576
17-01-2020	FN9DyYBX	3.92948	24	Bryce;45;1016
25-09-2020	TkGqvnFC	8.81762	50	Sebastian;32;76858
26-04-2020	7nUCvsJG	9.18339	31	Claire;29;40081
13-04-2020	_GfbXndn	10.37873	46	Emma;34;54582
09-04-2020	yubrrcw7	5.40482	21	Emily;23;15842
21-05-2020	Te8qJcxj	8.54717	30	Peter;58;151057
26-06-2020	Cvh8OGgO	2.62079	26	Faith;41;5900
25-11-2020	INFdZQ6N	8.51293	23	Harper;65;145
05-05-2020	jIjPV2n5	8.22419	46	Brian;47;48727
31-12-2020	4wZdralJ	7.88026	27	Jordyn;25;60
16-01-2020	m7JcXeeJ	7.22349	42	Finn;69;1779
13-05-2020	MMMJ0FBn	1.57973	8	Logan;34;4119
23-02-2020	DbRQjSc9	5.76781	46	Aaron;31;24308
10-03-2020	BgN9YWIl	1.93141	7	Brooklynn;36;11
14-07-2020	31bDSDLf	1.85744	21	Sophie;27;84363
10-04-2020	JaGbYjIJ	9.26662	26	Amelia;28;8604
27-07-2020	2GXSx_hM	1.85789	1	Aurora;51;14866
23-02-2020	20awyJdg	7.97993	6	Elena;48;131042
03-03-2020	QkzKoHbx	8.37878	37	Ivy;44;5553
29-05-2020	HSRkZguS	10.44748	15	Samuel;37;57371
02-08-2020	znWCuch7	0.15309	47	Ariel;48;11598
25-05-2020	vLtsHZkw	6.99895	38	Mia;60;17846
19-01-2020	16vJTYUN	9.88646	5	Isabelle;48;85531
03-03-2020	wcAVrrD_	7.45437	49	Amy;26;30532
07-06-2020	gicT24lT	0.8753	29	Jaxson;64;10
13-02-2020	ebjqqsJ4	6.54382	33	Hazel;60;4820
12-06-2020	zuhNVWLa	2.5978	40	Madison;29;1591
25-11-2020	8GgRNdFu	2.6786	35	Luna;57;28143
25-07-2020	JxLKZVdF	5.38871	37	Ryder;65;175
05-02-2020	d_u6tWRH	0.78908	44	Cameron;39;3230
05-11-2020	MSxXT_cb	10.3965	1	Mariah;27;1535
26-11-2020	Zm2peo2P	8.33099	41	Ivan;31;108583
05-02-2020	w8TXNExg	8.62217	8	Norah;36;1082
16-12-2020	MqAb5Elr	3.51309	45	Madelyn;30;455
28-07-2020	D71JcgcH	3.35613	23	Braxton;50;61
04-03-2020	XvlPp6Hc	9.691	50	Valeria;39;35558
15-02-2020	7tNdkcHU	1.23599	22	Jude;53;4256
11-06-2020	MdNgCyZU	0.66374	35	Maximus;54;1864
25-04-2020	dKQUpJsy	1.67815	10	Eva;44;125157
06-07-2020	ZG3ozVyW	5.48924	38	Stella;61;36811
28-02-2020	fhslgMEE	0.02403	17	Allison;33;4233
08-07-2020	1mweczGH	5.02325	48	Alex;37;399428
17-11-2020	rsJjE1yj	0.78397	26	Zachary;40;2764
18-07-2020	HVwSqQRF	0.31881	33	Juliana;40;13972
26-04-2020	3RUDcyqM	0.71817	24	Nolan;45;1259
05-04-2020	QVL7JvhA	1.43321	45	Maya;45;21478
11-08-2020	G4dqqDQu	7.68019	2	Kendall;70;481
03-12-2020	37V5L87j	8.61172	41	Brandon;25;14356
28-11-2020	c4tJhX9K	6.36292	28	Ashton;56;611
20-01-2020	3nATM7Vd	10.35776	31	Matthew;35;34742
27-05-2020	k2qg7PCF	7.91956	39	Luna;57;28143
13-02-2020	Gk6rGCyl	4.80734	27	Naomi;35;9832
28-02-2020	d67E_5xo	3.42896	43	Londyn;49;1
29-02-2020	6G1MKU93	3.58268	45	Rachel;40;27287
27-04-2020	Ne7uYlvS	0.93366	20	Sofia;37;54928
05-10-2020	ld0gWJMa	5.37968	13	Alejandro;37;55604
23-06-2020	0qGKy8Q0	3.79399	36	Wyatt;46;290
21-02-2020	4bszH0ry	10.95896	25	Jayce;50;278
18-07-2020	vyRwsuBE	10.62879	50	Jordan;30;29734
17-07-2020	nUAIbyUs	6.35148	5	Wesley;37;9232
21-05-2020	O3q38Hqd	8.82379	27	Peter;58;151057
29-09-2020	WtNzeI_x	3.34003	20	Silas;34;1623
20-08-2020	xHJWRFPz	3.382	33	Noah;38;3772
22-02-2020	Zae_TuIR	2.91976	49	Robert;60;160915
29-01-2020	6zoWNfN1	7.56149	30	Jax;56;723
07-11-2020	Sllj1VMR	5.19699	8	Joshua;29;20615
10-05-2020	V8TJIvrw	2.49455	37	Carter;34;1336
05-11-2020	EmYItbgT	0.86998	14	Maya;45;21478
12-07-2020	FgqZt2n6	8.71569	20	Claire;29;40081
05-09-2020	E3JdC2ZC	0.63772	12	John;57;207250
09-03-2020	CL9FqCGe	9.60179	32	Alex;37;399428
26-01-2020	Hvlq5EK9	5.71389	32	Isabelle;48;85531
25-02-2020	ybO1Dq7R	3.73176	11	Isabelle;48;85531
17-01-2020	paSAtD5h	6.77951	47	Zayden;37;9
21-11-2020	FriFYY9v	9.64312	40	Alex;37;399428
05-09-2020	aoKIZx60	4.06027	36	Adalyn;50;13
25-06-2020	uq6r49ed	5.27852	8	Alex;37;399428
08-03-2020	G0fTjRpI	4.95248	39	James;58;111683
02-11-2020	lmK0cpqU	2.54204	16	Morgan;39;14918
15-10-2020	xHgpBhvO	6.57254	8	Hannah;28;12843
14-10-2020	r0MeTJp7	0.93494	48	Jayce;50;278
22-07-2020	tOLDsK4N	8.58254	33	Preston;67;738
20-06-2020	cEubHEAW	7.62771	39	Jude;53;4256
12-01-2020	9h4odGB8	3.15395	5	Maverick;35;2713
24-09-2020	hkGvQjX2	7.80655	14	Aliyah;34;379
28-12-2020	J95irzpQ	6.14202	20	Joshua;29;20615
11-11-2020	rx1JXEkm	1.66018	37	Hannah;28;12843
22-09-2020	M7QN9p_6	7.07381	22	Jade;51;13146
14-08-2020	myr98cqh	3.97274	2	Sara;36;233152
16-08-2020	v4Q7FQHL	4.90617	41	Levi;35;2671
12-02-2020	SSPe564A	0.54247	18	Eliana;60;7171
07-04-2020	0skRJJSp	3.7155	14	Kinsley;28;102
15-01-2020	_YpgrIdY	0.40316	9	Leo;47;49991
13-04-2020	tgqexz1N	10.31863	27	Rylee;40;10
22-06-2020	AQzl56A9	3.15837	24	Kaleb;35;262
15-05-2020	SRWaYSHb	4.56933	49	Ivy;44;5553
09-04-2020	7jOQ_xve	1.88903	6	Oliver;43;31006
09-11-2020	q4_6Goi7	9.28694	26	Everett;50;195
09-09-2020	fjgyS0qX	7.00521	42	Nicolas;30;113178
03-04-2020	TQO9JJm1	7.8047	49	Axel;55;19461
31-08-2020	x_5WSSuh	2.62906	37	Elizabeth;33;29973
25-07-2020	h_Hm4TtG	10.18771	42	Eliza;36;20994
05-06-2020	J302_AKQ	1.51288	9	Alaina;62;153
02-01-2021	3YFXokXp	0.97946	44	Amelia;28;8604
02-03-2020	MhkuHIS5	10.59878	34	Carson;38;411
02-11-2020	1zsHzVEW	0.34135	5	Brandon;25;14356
17-03-2020	SVPCciy4	1.7382	37	Adalyn;50;13
09-05-2020	xQnk4qYT	4.61798	14	Jesse;34;9573
03-05-2020	RgvGMKSN	7.76462	41	Jace;48;362
12-09-2020	7HJeFCF3	3.42132	19	Brian;47;48727
20-05-2020	4flanWfU	6.89563	4	Xander;40;1410
28-05-2020	EJdi439u	3.98984	47	Caden;44;19
29-11-2020	XY6xZwri	7.88776	32	Violet;62;1983
12-10-2020	FWd9fs2I	7.83143	35	Arianna;45;12605
16-06-2020	zC23xJoA	3.65632	2	Quinn;42;359
16-01-2020	GCVmjZ3z	7.8941	5	Nicole;37;92379
19-08-2020	QCwkW7WF	2.39429	26	Justin;27;28843
27-08-2020	Ctl1OvFN	2.07459	2	Lily;71;15896
17-07-2020	ckYRcZM_	8.97297	26	Kaden;30;32
04-03-2020	qw1bHx0Y	3.66319	8	Harper;65;145
22-03-2020	_SHGqZGT	1.02009	18	Christian;57;145059
03-04-2020	ewEoCzqx	1.62709	10	Alaina;62;153
22-05-2020	STmkzp3p	10.09885	47	Graham;63;7855
06-05-2020	1Sb_qDVU	4.62664	50	Vincent;59;76802
31-01-2020	RyTbfCao	5.03316	47	Maximus;54;1864
27-10-2020	rMPqvMX3	0.73097	30	Brielle;27;30
21-11-2020	_aP0oSIo	8.89606	23	Claire;29;40081
25-07-2020	r0fDZOEh	7.76429	3	Kylie;44;1254
22-07-2020	7rlM8FFF	0.08452	36	Thomas;51;165962
05-09-2020	WYLEn6jT	10.94727	4	Jayden;40;545
01-10-2020	avGD6WeX	2.06879	36	Jason;52;62634
26-08-2020	NST6VzzO	3.73269	24	Blake;58;2375
08-09-2020	52nFk0mu	2.65902	43	Braxton;50;61
09-09-2020	MaPqfiQ3	5.60599	1	Faith;41;5900
07-10-2020	CmcuFi7N	4.63984	28	Caroline;32;61965
20-06-2020	6KdUnvXn	9.00363	44	Micah;39;1288
08-07-2020	KjQmNEjZ	0.21766	11	Everett;50;195
06-08-2020	4rh0gIuL	8.88478	44	Elliot;36;1863
07-02-2020	uM9EsLsF	2.88089	19	Angel;43;101401
10-02-2020	vAqLb6Lg	10.03153	7	Miles;48;1653
27-04-2020	jvmfG3VV	2.09282	41	Ruby;23;6886
19-03-2020	ip8_ey6t	2.57254	48	Abigail;27;5496
04-08-2020	aWx8fWuE	9.46482	38	Preston;67;738
30-01-2020	KqKHdXB_	2.1663	41	Henry;53;29473
17-03-2020	QWWhbnLW	2.55847	28	Everett;50;195
23-06-2020	bMenEh7E	5.17217	28	Isaiah;29;784
14-06-2020	GvrqDgJD	0.5535	21	Bryson;55;120
24-04-2020	sclZe3jk	9.73097	1	Sean;35;25143
23-04-2020	mw3JHWt7	4.77367	23	Brielle;27;30
04-06-2020	B_1bFWRb	3.61764	45	Taylor;33;3256
16-08-2020	NRvRzCsH	3.65399	36	Londyn;49;1
18-09-2020	LBixvrDa	5.95866	14	Victoria;63;32848
08-03-2020	fXsEUCx6	3.97725	8	Mason;46;948
03-11-2020	1eiCWW7Q	1.42397	35	Ryan;43;45355
06-09-2020	C1clRaQL	5.10962	32	Kaiden;46;16
04-08-2020	maGSj9Zb	0.85027	29	Timothy;57;12804
07-06-2020	APkWRuaC	3.63907	33	Ellie;30;2976
05-11-2020	edX3UtXs	5.68141	26	Abigail;27;5496
12-10-2020	tb5WXRMq	8.02163	22	Sebastian;32;76858
14-11-2020	aC1rQN2w	4.85818	12	Brady;40;793
12-05-2020	Rbf89WW_	8.96886	43	Derek;57;11050
20-02-2020	7Aj5bMqN	4.00882	33	Elena;48;131042
31-12-2020	OxMa1BTW	9.0533	4	Sara;36;233152
05-12-2020	hxcvVbID	8.69668	41	Colin;60;11868
31-01-2020	I8ru8Ejt	4.41563	47	Jake;39;10452
11-06-2020	Bt7kvU29	4.88216	11	Katherine;42;8571
03-09-2020	Gj0skLun	9.17147	49	Xavier;46;34772
03-07-2020	rUdzIJe9	6.74735	19	Leo;47;49991
21-01-2020	PiElqogY	5.88124	36	Aria;44;1702
24-07-2020	ahvgnqYJ	9.68834	40	Micah;39;1288
03-10-2020	jo_8hCmH	7.28711	47	Lauren;31;8611
13-03-2020	ty_ZdVyi	6.21967	36	Rowan;34;874
13-01-2020	PC3oQPIT	8.56617	19	Ezekiel;41;1678
17-03-2020	dTfXDG4u	2.07779	27	Greyson;40;44
27-12-2020	ccR563tO	8.66322	30	Molly;55;3271
28-07-2020	VUEpeF5U	3.69546	48	Jose;69;434656
05-06-2020	MBItwx9p	7.68438	10	Rowan;34;874
18-11-2020	7JPrRtAE	0.76008	29	Natalie;33;20959
21-12-2020	aoawL9Sq	8.63904	22	John;57;207250
27-04-2020	Ldf4vlTU	5.38885	4	Sophia;30;15106
17-12-2020	QRL8RtYN	3.7492	7	Eliza;36;20994
11-02-2020	oMYmpjiW	1.81956	29	Alejandro;37;55604
30-09-2020	vuYWtMXs	6.7009	30	Mary;63;140958
17-03-2020	dtEyiRYB	0.20511	47	Gavin;62;5409
25-02-2020	OaUMXWZe	8.80784	40	Jade;51;13146
31-12-2020	Z7TcMM78	4.30218	30	Levi;35;2671
23-02-2020	7qCOsbsY	10.44941	13	Miguel;58;152787
24-01-2020	dXoghKC6	9.71782	17	Hailey;31;373
18-09-2020	6XHkR36c	9.35119	45	Chloe;28;9475
27-11-2020	VDvIiUsB	0.24564	24	Silas;34;1623
03-09-2020	wfQClsDD	7.87047	38	Kinsley;28;102
18-10-2020	u3e3MTH4	7.68437	36	Oscar;38;67063
06-09-2020	svXpHzVX	4.77186	26	Harper;65;145
19-06-2020	qYwKcYWN	6.83067	3	Bentley;37;186
16-03-2020	fI9NzRph	10.63008	36	Benjamin;37;60070
08-09-2020	t106oVFH	9.98139	16	Lincoln;52;970
13-07-2020	5PkqwwI5	1.85722	18	Sophie;27;84363
04-07-2020	9jYUludd	8.61197	2	Kaleb;35;262
17-03-2020	GkwihASo	8.0346	3	Patrick;59;145003
18-12-2020	K6TuJoLp	1.31276	20	Camila;25;8554
21-07-2020	VnJtib4i	1.47759	15	Bryce;45;1016
13-06-2020	WTPoyjzH	2.94999	30	Camden;51;42
03-04-2020	3SEWLFdw	10.70793	6	Stella;61;36811
01-08-2020	Rm_PEAoG	5.6136	34	Evelyn;63;11656
22-06-2020	K9lRCMDp	6.46918	38	Brody;28;213
11-03-2020	PoX5hziF	5.85671	31	Jesse;34;9573
15-08-2020	yGCHAl2i	10.02119	12	Catherine;67;47464
19-03-2020	Ov10hFxr	10.136	25	Eli;30;19855
26-08-2020	F3xRyEXY	9.82269	20	Jocelyn;71;5274
15-09-2020	kNkAN4pL	3.96698	25	Colton;59;88
03-09-2020	oV3sVAFw	6.9493	49	Jase;25;598
11-04-2020	aFWzMk2b	8.76241	24	Olivia;40;21150
12-02-2020	eUhlRTaj	4.58914	19	Tyler;27;7045
01-07-2020	ZT4c7MRI	4.01136	6	Leilani;41;351
20-07-2020	kzJ0CcH0	7.3595	29	Madeline;29;1777
09-03-2020	vZTErKDz	8.61164	6	Aurora;51;14866
05-04-2020	Lzc9SdN6	9.54309	11	Alexa;29;7610
12-07-2020	Ofg4q1t0	0.85186	17	Ashton;56;611
20-09-2020	78yV1CJ7	4.36965	37	Ariel;48;11598
12-08-2020	CVSDjTuz	8.92574	29	Abel;51;14842
16-01-2020	D5jUYNbW	0.68079	46	Eliana;60;7171
03-05-2020	fl_3GZFl	7.14024	45	Makayla;48;58
24-01-2020	Eo52ust_	8.13865	21	Julian;32;32113
17-09-2020	whk2wVDZ	9.88329	26	Gabriel;27;49480
01-06-2020	bQrMixss	6.80837	44	Jesse;34;9573
14-10-2020	cIOANgkw	3.23909	34	Liliana;41;23959
08-12-2020	6bEWhga6	1.10531	43	Patrick;59;145003
27-05-2020	po5gwnF6	8.12175	1	Weston;39;179
23-11-2020	mTeginsV	3.26354	5	Kyle;40;12279
25-11-2020	CJfiPdM2	2.76911	48	Valerie;57;35939
19-07-2020	snWLUkm8	7.62952	50	Xavier;46;34772
07-08-2020	q0iV0gBP	8.11593	4	Ariel;48;11598
10-12-2020	o1HaO55_	5.47165	49	Peyton;29;343
02-02-2020	kvYTcuro	3.48626	9	Jordyn;25;60
08-09-2020	YWrzzKpW	2.07281	22	Morgan;39;14918
04-04-2020	2DRZfj6A	7.98956	15	Andrea;35;282455
12-03-2020	FjOax9rh	9.0439	9	Faith;41;5900
03-02-2020	3ZVc7hni	5.80389	11	Bryan;23;22575
15-12-2020	IfmYYdER	7.70976	36	Timothy;57;12804
03-02-2020	CSx3RVM7	1.52403	44	Addison;55;185
10-06-2020	iqQmobTh	5.88662	32	Matteo;39;64737
28-06-2020	PeUyJojX	0.35006	23	Diego;48;82678
08-03-2020	zb3f4xvr	8.12479	43	Kylie;44;1254
04-10-2020	wDYiQlrJ	6.33603	19	Aiden;32;666
24-07-2020	oxIJ7QxB	10.12342	37	Ashley;26;13380
06-02-2020	ubZIeXdH	2.35644	24	Justin;27;28843
13-07-2020	HrVTEneQ	2.30569	15	Sara;36;233152
27-06-2020	vaODCRlT	0.26986	30	Rowan;34;874
08-09-2020	acFDWhtm	10.92248	36	Elliott;62;886
13-04-2020	GFuamA9y	0.76086	41	James;58;111683
08-09-2020	7aOv9Nxb	9.52572	7	Gianna;70;5477
20-12-2020	WEfmuqtc	9.19198	37	Andrea;35;282455
26-09-2020	58DEXS3q	6.25784	3	Ariana;36;3295
07-04-2020	I6Xrdey3	9.85909	35	Ethan;37;3443
24-02-2020	7OkjEVTL	6.76184	5	Kennedy;36;2743
14-08-2020	77Cp0Q8N	3.83069	32	Julia;23;98852
15-04-2020	FMOtAXsA	4.31878	38	Abraham;44;9736
28-09-2020	IRkp8Xhz	6.8841	20	Lily;71;15896
11-06-2020	VyRwfUKO	10.42301	12	Mya;28;2024
23-09-2020	gcMQ9rxj	9.37796	28	Emery;47;464
02-05-2020	dVDE5D9L	1.97255	34	Katherine;42;8571
30-03-2020	7dgmCwHn	10.16672	12	Makayla;48;58
21-03-2020	9Gd8O4XD	3.29417	36	Malachi;38;105
05-08-2020	VTe4CRwU	3.07237	40	Grace;63;19890
16-06-2020	qJBk6rCq	5.67444	35	Ethan;37;3443
19-06-2020	NNVDv72g	0.59384	1	Aaron;31;24308
10-08-2020	QzcYiwhl	8.29854	21	Ian;56;25845
28-04-2020	XIyNIkwe	10.40742	40	Axel;55;19461
30-09-2020	11n8Q5qM	3.72416	40	Leilani;41;351
22-05-2020	OpZgoFTI	4.56499	2	Jordan;30;29734
13-01-2020	hLJI6yNg	6.43712	47	Reagan;38;621
08-09-2020	dfuYIRO4	0.65132	46	Aria;44;1702
20-02-2020	H0Z63Jya	1.85029	39	Lilly;65;9005
31-07-2020	W93x73XI	8.28695	14	Elijah;44;1594
27-08-2020	AErgXkCd	3.54134	30	Karter;42;102
30-08-2020	NuTHRWFp	10.01879	22	Joel;57;40670
02-04-2020	7_46BofW	2.91001	21	Melody;24;6367
09-11-2020	r9UeGx3P	5.76281	22	Oscar;38;67063
14-09-2020	vRevvDam	8.97803	36	Josephine;61;8737
07-06-2020	JLoqBUfR	0.20472	4	Autumn;59;360
20-03-2020	cIEy5_dG	6.48017	31	Faith;41;5900
01-03-2020	X9UvtjEb	8.33739	7	Kimberly;27;17424
07-05-2020	iwzjAjE7	7.28267	14	Julia;23;98852
12-02-2020	ZLTVlbuD	4.56016	47	Bella;34;40138
10-02-2020	Ml8JYdhO	10.37486	20	Adam;35;110754
29-11-2020	aM2NVkqG	3.36364	32	Liliana;41;23959
19-08-2020	yiI3jYfz	0.43436	7	name;age;count
30-04-2020	2KO1gkpP	6.3435	7	Nicole;37;92379
22-04-2020	4Czihtbs	3.60811	18	Jace;48;362
05-02-2020	SG7YwuGD	8.16271	40	Alan;58;37328
04-02-2020	_OMlVrq5	5.59058	5	Isla;45;331
02-01-2021	1mlfBvAD	10.5518	42	Jase;25;598
31-12-2020	dY_MlwsS	10.77657	35	Noah;38;3772
20-09-2020	ZSf1BTlm	1.62353	12	Alina;29;40849
26-02-2020	yISoLwqq	4.95206	7	Madelyn;30;455
21-06-2020	OX5seOq5	8.43476	39	William;57;59403
23-07-2020	m_uoie1R	9.05529	7	Maxwell;34;3406
01-11-2020	W_He8Dog	1.57178	13	Jocelyn;71;5274
24-07-2020	ajBRDKgM	10.7576	16	Lilly;65;9005
19-12-2020	PgFR_ZJF	8.62707	23	Maya;45;21478
04-08-2020	35beGyLU	10.41747	2	Kingston;35;345
19-12-2020	Obx1xZx7	6.23097	37	Iker;46;6187
31-07-2020	J8HubLQV	9.03413	48	Jackson;54;5117
10-10-2020	_Z0Yvk4Z	8.17004	7	Rachel;40;27287
28-03-2020	3kNm2DUa	2.46411	44	Alina;29;40849
23-09-2020	GejtnH56	2.04056	48	Brooklyn;36;368
27-03-2020	gFZHoN_N	10.51702	26	Jake;39;10452
15-06-2020	VPsqtCIa	9.68742	49	Nicole;37;92379
20-04-2020	XhfFDT5t	4.17733	4	Bryson;55;120
11-03-2020	8bU1UFwa	3.63368	12	Isabella;33;14402
19-08-2020	d2fd_YYq	3.09925	8	Stella;61;36811
12-04-2020	jcsIjjaG	7.77999	21	Allison;33;4233
04-08-2020	8wnaFLK0	5.54785	16	Finn;69;1779
01-09-2020	tgF509NT	1.21849	45	Ian;56;25845
28-04-2020	OEO6DRL_	8.50752	48	Aurora;51;14866
15-08-2020	uq5Y5Jy0	3.59645	25	Londyn;49;1
23-06-2020	n2rEN5Pk	2.41995	29	Blake;58;2375
29-03-2020	dPSECgR2	3.76056	49	Ryder;65;175
03-04-2020	VVOV1s0G	1.84596	50	Karter;42;102
04-06-2020	kxBluCE4	9.65354	45	Eva;44;125157
20-11-2020	gsfuzQeZ	9.68642	9	Rowan;34;874
25-01-2020	aYZ2uhVX	6.09345	7	Jacob;67;14222
27-04-2020	oCZMnYHx	3.19865	50	Audrey;33;53025
16-02-2020	hoffJw3G	8.75751	3	Jasper;36;4146
06-08-2020	K0gRnbb0	0.45767	20	Elias;53;12662
26-04-2020	qj8k3DXZ	6.96293	14	Ellie;30;2976
11-04-2020	cU2X8Hwl	2.26905	4	Mark;49;119611
03-05-2020	UIBxoW6q	10.81973	16	Aubree;54;22
01-11-2020	9EP0Rawc	9.06233	4	Tucker;36;169
18-07-2020	Jl0CpINA	10.90768	8	Amelia;28;8604
11-04-2020	aAi1xdx5	8.14556	40	Harper;65;145
13-11-2020	gr95_w8O	8.0965	9	Brody;28;213
14-11-2020	zLuUIktR	6.44002	16	Kaylee;24;614
10-09-2020	rjRpFQs0	7.04823	31	Xavier;46;34772
10-07-2020	WiGr2p3y	7.8494	31	Andrea;35;282455
12-09-2020	z5uQhnka	8.91435	50	Clara;41;40938
10-11-2020	U_iQr5uz	9.97112	43	Jasmine;36;10485
09-09-2020	MYOZUocl	1.01728	45	Finn;69;1779
25-08-2020	YiLVZxAz	5.12479	22	Ella;33;18511
27-10-2020	XZbv1jBd	0.91189	23	Ethan;37;3443
24-11-2020	ulyVnBjq	1.57881	23	Ivan;31;108583
06-06-2020	bkJGZwSO	6.92552	14	Austin;33;4452
07-07-2020	nMXuizCr	1.66862	38	Emery;47;464
16-10-2020	kswdG3Gs	1.18246	1	Antonio;56;326438
04-03-2020	qU_RZlYL	1.87998	3	Elliott;62;886
06-08-2020	OG3Vv8ap	2.11182	18	Aubrey;50;1237
18-11-2020	CeSVr8xe	5.22882	45	Cole;34;1535
03-10-2020	Pst_aIcP	4.39381	9	Emery;47;464
02-09-2020	9RNc6zfl	2.17391	1	Cameron;39;3230
19-06-2020	7WdfOoX1	1.08136	13	Rowan;34;874
12-07-2020	pM12AxMW	3.50873	44	Jeremy;26;47362
16-03-2020	DMjtRgCT	8.28585	48	Mackenzie;28;241
03-07-2020	CGkGqfXx	7.19479	46	Tucker;36;169
03-07-2020	EljOp7Yv	4.91673	42	James;58;111683
28-04-2020	XLRmpJBi	6.00963	28	Kayden;35;49
08-06-2020	cG410Ejh	3.32171	43	Jeremiah;35;2217
23-11-2020	YxcCl49v	0.05634	27	Owen;68;3937
15-09-2020	a9hISDOV	3.27206	15	Hazel;60;4820
03-07-2020	vHaS9X9t	10.25967	13	Clara;41;40938
08-09-2020	_gxK1426	5.7839	16	Levi;35;2671
07-09-2020	OcXCPeIn	10.40763	21	Justin;27;28843
22-04-2020	7e6yV3_3	9.06441	35	King;44;15996
03-03-2020	8az7dZAe	7.68601	46	Lincoln;52;970
19-03-2020	YaRo2w2x	2.57063	25	Brooklynn;36;11
05-12-2020	pMQmVgxe	3.91747	16	Aliyah;34;379
24-08-2020	0tS71CMv	3.25975	17	Jeremy;26;47362
16-02-2020	YNWZPVWL	0.47988	17	George;23;57677
23-06-2020	_COxqHLO	9.06288	16	Katherine;42;8571
10-10-2020	_a80sCCh	2.99286	18	Kaden;30;32
06-05-2020	VCUx0hsI	5.35512	6	Jonathan;28;86751
16-04-2020	_074PqFN	7.91549	18	Isaiah;29;784
15-04-2020	uGBRZrcQ	10.35138	15	Ruby;23;6886
30-12-2020	OsCHWrmZ	0.68442	16	Calvin;41;5283
01-11-2020	oEzW70c2	5.13998	19	Elliot;36;1863
23-09-2020	UWTaL1UR	5.50178	30	Willow;42;600
16-11-2020	TAK9G8An	1.79488	2	Braxton;50;61
05-07-2020	PQbuSjTE	8.80851	14	Nicolas;30;113178
30-03-2020	X0DUo7zR	4.45538	13	Jeremy;26;47362
05-07-2020	NprL93nW	1.37008	46	Molly;55;3271
09-10-2020	aWsGc5iQ	0.07134	46	Beckett;28;18
24-06-2020	ArHVgasd	4.92768	3	Paul;59;139491
26-07-2020	2HdsxxQ3	5.54651	33	Silas;34;1623
08-09-2020	KHQqKjRB	10.52964	49	Isaac;30;18162
06-08-2020	f4qZNpes	5.08821	15	Zayden;37;9
15-01-2020	Qofq8ZH3	7.40916	36	Morgan;39;14918
27-01-2020	SICO00pD	4.28229	24	Weston;39;179
02-11-2020	lMk0iNCP	3.05695	5	Liliana;41;23959
27-02-2020	g466QhKC	10.8921	33	Brianna;34;478
10-09-2020	NcsQG3et	6.0529	44	Zoe;49;8377
09-08-2020	14F31upL	4.43036	20	Lilly;65;9005
30-06-2020	oPuSpZtW	0.54216	38	Isaiah;29;784
11-07-2020	ZtkNAeLu	10.70568	25	Isaac;30;18162
08-12-2020	yqrSKQ1q	10.52855	37	Karter;42;102
14-04-2020	dcYDFcNe	0.89262	3	Connor;23;2505
07-05-2020	lTA7tolM	8.98595	17	Josephine;61;8737
30-12-2020	RpBJRWJj	0.61631	40	Mason;46;948
05-04-2020	UvVJsxWl	2.20206	36	Elias;53;12662
23-02-2020	1lLDsele	5.83401	12	Sophie;27;84363
11-11-2020	4h88Si6K	6.84917	12	Willow;42;600
16-08-2020	nxd9rc4e	9.22719	11	Stella;61;36811
07-10-2020	WLIYQHM8	2.07418	23	Weston;39;179
11-02-2020	oUXdz_8a	4.71205	12	Liliana;41;23959
02-05-2020	YM9sXt5v	1.03649	46	Asher;63;541
20-06-2020	jd8AatwE	7.80253	5	Asher;63;541
01-07-2020	MQdP5Prq	7.04121	34	Andrea;35;282455
02-11-2020	nhhRNzwY	10.38908	3	Adam;35;110754
16-11-2020	IkpvK_8A	9.20787	4	Kyle;40;12279
12-09-2020	vx2kvJRf	2.31536	19	Ethan;37;3443
22-08-2020	IyAZFRZg	2.48838	26	Lydia;30;20027
25-10-2020	zc4olSP_	3.55824	1	Julian;32;32113
06-07-2020	nad9gNra	1.69823	19	Athena;56;1303
17-11-2020	QD46bgmK	4.2745	37	Robert;60;160915
